,representation,max_depth,max_features,min_samples_split,n_estimators,mean_val_acc,mean_val_tpr,mean_val_tnr
326,X_bot_svd_feat_cos,10,250,10,100,0.9729966337837206,0.8403508771929824,0.9933039743549843
327,X_bot_svd_feat_cos,10,250,10,200,0.9719680676983498,0.8324561403508772,0.9933039743549843
328,X_bot_svd_feat_cos,10,250,15,100,0.972652999205199,0.8351551956815115,0.9936976751423858
329,X_bot_svd_feat_cos,10,250,15,200,0.9719692365234469,0.832523616734143,0.9933039743549843
330,X_bot_svd_feat_cos,10,500,5,100,,,
331,X_bot_svd_feat_cos,10,500,5,200,,,
332,X_bot_svd_feat_cos,10,500,10,100,,,
333,X_bot_svd_feat_cos,10,500,10,200,,,
334,X_bot_svd_feat_cos,10,500,15,100,,,
335,X_bot_svd_feat_cos,10,500,15,200,,,
336,X_bot_svd_feat_cos,20,50,5,100,0.9743571461966433,0.8426450742240217,0.9944819644580001
337,X_bot_svd_feat_cos,20,50,5,200,0.9746984431249709,0.84527665317139,0.9944819644580001
338,X_bot_svd_feat_cos,20,50,10,100,0.9757270092103418,0.8427800269905534,0.9960614359963899
339,X_bot_svd_feat_cos,20,50,10,200,0.9764107718920941,0.8454116059379218,0.9964551367837913
340,X_bot_svd_feat_cos,20,50,15,100,0.9747019496002618,0.8376518218623481,0.9956661790793937
341,X_bot_svd_feat_cos,20,50,15,200,0.9743583150217402,0.8376518218623481,0.9952693660328032
342,X_bot_svd_feat_cos,20,100,5,100,0.9757270092103418,0.8531713900134953,0.9944835205875945
343,X_bot_svd_feat_cos,20,100,5,200,0.9757258403852449,0.8505398110661269,0.9948787775045906
344,X_bot_svd_feat_cos,20,100,10,100,0.9743606526719344,0.8428475033738192,0.9944850767171889
345,X_bot_svd_feat_cos,20,100,10,200,0.9743594838468372,0.845344129554656,0.9940913759297875
346,X_bot_svd_feat_cos,20,100,15,100,0.973676889990182,0.8376518218623481,0.9944850767171889
347,X_bot_svd_feat_cos,20,100,15,200,0.9740170180934126,0.8401484480431849,0.9944850767171889
348,X_bot_svd_feat_cos,20,250,5,100,0.973679227640376,0.8480431848852901,0.9929102735675827
349,X_bot_svd_feat_cos,20,250,5,200,0.9733367618869513,0.8479757085020243,0.9925165727801811
350,X_bot_svd_feat_cos,20,250,10,100,0.9740216933938006,0.8481106612685559,0.9933039743549843
351,X_bot_svd_feat_cos,20,250,10,200,0.9719692365234469,0.8351551956815115,0.9929102735675827
352,X_bot_svd_feat_cos,20,250,15,100,0.9733390995371455,0.8455465587044534,0.9929102735675827
353,X_bot_svd_feat_cos,20,250,15,200,0.972652999205199,0.8402834008097166,0.9929102735675827
354,X_bot_svd_feat_cos,20,500,5,100,,,
355,X_bot_svd_feat_cos,20,500,5,200,,,
356,X_bot_svd_feat_cos,20,500,10,100,,,
357,X_bot_svd_feat_cos,20,500,10,200,,,
358,X_bot_svd_feat_cos,20,500,15,100,,,
359,X_bot_svd_feat_cos,20,500,15,200,,,
