,representation,max_depth,max_features,min_samples_split,n_estimators,mean_val_acc,mean_val_tpr,mean_val_tnr
152,X_bot_svd_cos,5,100,10,100,0.9661566693160036,0.8062753036437247,0.9905418443247953
153,X_bot_svd_cos,5,100,10,200,0.9661566693160036,0.8089068825910932,0.9901465874077994
154,X_bot_svd_cos,5,100,15,100,0.965815372387676,0.8011470985155196,0.9909355451121968
155,X_bot_svd_cos,5,100,15,200,0.9658153723876758,0.8037786774628879,0.9905402881952009
156,X_bot_svd_cos,5,250,5,100,0.9671817289260837,0.8191632928475034,0.9897528866203977
157,X_bot_svd_cos,5,250,5,200,0.9658118659123849,0.8139676113360326,0.9889639289160002
158,X_bot_svd_cos,5,250,10,100,0.9675206882042172,0.8191632928475034,0.9901465874077994
159,X_bot_svd_cos,5,250,10,200,0.9654717378091542,0.81140350877193,0.9889654850455946
160,X_bot_svd_cos,5,250,15,100,0.966839263172659,0.8191632928475034,0.9893607419625907
161,X_bot_svd_cos,5,250,15,200,0.9661543316658096,0.8087719298245615,0.9901481435373938
162,X_bot_svd_cos,5,500,5,100,,,
163,X_bot_svd_cos,5,500,5,200,,,
164,X_bot_svd_cos,5,500,10,100,,,
165,X_bot_svd_cos,5,500,10,200,,,
166,X_bot_svd_cos,5,500,15,100,,,
167,X_bot_svd_cos,5,500,15,200,,,
168,X_bot_svd_cos,10,50,5,100,0.9726518303801021,0.8269905533063427,0.9948756652454016
169,X_bot_svd_cos,10,50,5,200,0.9719692365234467,0.8218623481781376,0.9948741091158073
170,X_bot_svd_cos,10,50,10,100,0.9706017111599421,0.8167341430499325,0.9940882636705984
171,X_bot_svd_cos,10,50,10,200,0.9712854738416944,0.8219298245614034,0.9940882636705984
172,X_bot_svd_cos,10,50,15,100,0.9692306793211465,0.8140350877192983,0.9929040490492049
173,X_bot_svd_cos,10,50,15,200,0.9702592454065175,0.8167341430499324,0.9936930067536025
174,X_bot_svd_cos,10,100,5,100,0.9712854738416944,0.8372469635627532,0.9917245028165947
175,X_bot_svd_cos,10,100,5,200,0.9706017111599422,0.8321187584345479,0.9917229466870001
176,X_bot_svd_cos,10,100,10,100,0.970600542334845,0.8346828609986504,0.9913292458995986
177,X_bot_svd_cos,10,100,10,200,0.9688928888681099,0.8295546558704453,0.9901481435373938
178,X_bot_svd_cos,10,100,15,100,0.9695754827247651,0.826990553306343,0.9913292458995986
179,X_bot_svd_cos,10,100,15,200,0.9692330169713405,0.8321187584345481,0.9901465874077994
180,X_bot_svd_cos,10,250,5,100,0.9665014727196223,0.8321187584345479,0.9869969811085868
181,X_bot_svd_cos,10,250,5,200,0.9671840665762776,0.826923076923077,0.9885717842581931
182,X_bot_svd_cos,10,250,10,100,0.9695754827247652,0.8346828609986504,0.9901481435373938
183,X_bot_svd_cos,10,250,10,200,0.9695766515498623,0.837314439946019,0.989752886620398
184,X_bot_svd_cos,10,250,15,100,0.9692330169713406,0.8321187584345479,0.9901481435373938
185,X_bot_svd_cos,10,250,15,200,0.9688928888681099,0.8346828609986504,0.9893591858329962
186,X_bot_svd_cos,10,500,5,100,,,
187,X_bot_svd_cos,10,500,5,200,,,
188,X_bot_svd_cos,10,500,10,100,,,
189,X_bot_svd_cos,10,500,10,200,,,
190,X_bot_svd_cos,10,500,15,100,,,
191,X_bot_svd_cos,10,500,15,200,,,
192,X_bot_svd_cos,20,50,5,100,0.9723093646266774,0.8321187584345479,0.9936930067536025
193,X_bot_svd_cos,20,50,5,200,0.9733367618869513,0.8398785425101215,0.9936930067536025
194,X_bot_svd_cos,20,50,10,100,0.973675721165085,0.8399460188933873,0.9940882636705984
195,X_bot_svd_cos,20,50,10,200,0.9733344242367574,0.847638326585695,0.9925103482618033
196,X_bot_svd_cos,20,50,15,100,0.9723105334517743,0.8450742240215924,0.9917229466870001
197,X_bot_svd_cos,20,50,15,200,0.973678058815279,0.8476383265856949,0.9929040490492049
198,X_bot_svd_cos,20,100,5,100,0.9719692365234467,0.8475708502024292,0.9909371012417914
199,X_bot_svd_cos,20,100,5,200,0.9712854738416944,0.8475708502024292,0.9901481435373938
200,X_bot_svd_cos,20,100,10,100,0.9729931273084297,0.8475708502024292,0.9921166474744018
201,X_bot_svd_cos,20,100,10,200,0.9719680676983498,0.8450067476383266,0.9913292458995986
202,X_bot_svd_cos,20,100,15,100,0.9702592454065174,0.8398785425101215,0.990145031278205
203,X_bot_svd_cos,20,100,15,200,0.9709418392631728,0.8450067476383266,0.9901465874077994
204,X_bot_svd_cos,20,250,5,100,0.9695754827247652,0.8398785425101215,0.9893607419625907
205,X_bot_svd_cos,20,250,5,200,0.9709430080882697,0.8475708502024292,0.9897544427499924
206,X_bot_svd_cos,20,250,10,100,0.9695743138996681,0.8321187584345479,0.9905418443247955
207,X_bot_svd_cos,20,250,10,200,0.9685480854644913,0.8294871794871795,0.989752886620398
208,X_bot_svd_cos,20,250,15,100,0.9685480854644911,0.8346828609986504,0.9889654850455948
209,X_bot_svd_cos,20,250,15,200,0.9685504231146853,0.837246963562753,0.9885717842581931
210,X_bot_svd_cos,20,500,5,100,,,
211,X_bot_svd_cos,20,500,5,200,,,
212,X_bot_svd_cos,20,500,10,100,,,
213,X_bot_svd_cos,20,500,10,200,,,
214,X_bot_svd_cos,20,500,15,100,,,
215,X_bot_svd_cos,20,500,15,200,,,
216,X_bot_svd_feat,5,50,5,100,0.9644455093739772,0.7572199730094467,0.9960598798667952
217,X_bot_svd_feat,5,50,5,200,0.9647868063023051,0.762280701754386,0.9956661790793937
218,X_bot_svd_feat,5,50,10,100,0.9654717378091544,0.7649122807017543,0.9960598798667952
219,X_bot_svd_feat,5,50,10,200,0.9664967974192343,0.7674089068825911,0.996848837571193
220,X_bot_svd_feat,5,50,15,100,0.9654705689840573,0.762280701754386,0.9964535806541969
221,X_bot_svd_feat,5,50,15,200,0.9654717378091544,0.7674089068825911,0.9956661790793937
222,X_bot_svd_feat,5,100,5,100,0.9675253635046053,0.7983805668016195,0.9933024182253899
223,X_bot_svd_feat,5,100,5,200,0.9671828977511806,0.7984480431848853,0.9929071613083937
224,X_bot_svd_feat,5,100,10,100,0.965813034737482,0.7881241565452093,0.9929071613083937
225,X_bot_svd_feat,5,100,10,200,0.9664979662443314,0.7932523616734144,0.9929071613083937
226,X_bot_svd_feat,5,100,15,100,0.9641030436205525,0.7829959514170042,0.9917213905574055
227,X_bot_svd_feat,5,100,15,200,0.9647856374772079,0.7880566801619433,0.9917229466870001
228,X_bot_svd_feat,5,250,5,100,0.9644443405488804,0.7856275303643725,0.9917245028165945
229,X_bot_svd_feat,5,250,5,200,0.9654705689840573,0.7882591093117409,0.9925119043913977
230,X_bot_svd_feat,5,250,10,100,0.9651281032306326,0.7830634278002699,0.9929071613083937
231,X_bot_svd_feat,5,250,10,200,0.9658095282621908,0.7882591093117409,0.9929056051787993
232,X_bot_svd_feat,5,250,15,100,0.9661531628407125,0.7908232118758435,0.9929056051787993
233,X_bot_svd_feat,5,250,15,200,0.9658118659123851,0.7882591093117409,0.9929056051787993
234,X_bot_svd_feat,5,500,5,100,,,
235,X_bot_svd_feat,5,500,5,200,,,
236,X_bot_svd_feat,5,500,10,100,,,
237,X_bot_svd_feat,5,500,10,200,,,
238,X_bot_svd_feat,5,500,15,100,,,
239,X_bot_svd_feat,5,500,15,200,,,
240,X_bot_svd_feat,10,50,5,100,0.9705970358595539,0.8087719298245615,0.9952709221623977
241,X_bot_svd_feat,10,50,5,200,0.9716232642947311,0.8139001349527666,0.9956661790793937
242,X_bot_svd_feat,10,50,10,100,0.9712807985413063,0.8087719298245615,0.9960598798667952
243,X_bot_svd_feat,10,50,10,200,0.971622095469634,0.8087044534412955,0.9964535806541969
244,X_bot_svd_feat,10,50,15,100,0.9712807985413063,0.8060728744939272,0.9964535806541969
245,X_bot_svd_feat,10,50,15,200,0.9702569077563235,0.8035762483130904,0.9956661790793937
246,X_bot_svd_feat,10,100,5,100,0.9709441769133667,0.821727395411606,0.9936945628831968
247,X_bot_svd_feat,10,100,5,200,0.9723117022768714,0.8268556005398111,0.9944835205875947
248,X_bot_svd_feat,10,100,10,100,0.9709430080882697,0.8242914979757086,0.9933024182253899
249,X_bot_svd_feat,10,100,10,200,0.971626770770022,0.826923076923077,0.9936961190127913
250,X_bot_svd_feat,10,100,15,100,0.9709418392631728,0.8215924426450743,0.9936961190127913
251,X_bot_svd_feat,10,100,15,200,0.9706017111599421,0.821727395411606,0.9933024182253899
252,X_bot_svd_feat,10,250,5,100,0.9699167796530925,0.8116059379217274,0.9940882636705985
253,X_bot_svd_feat,10,250,5,200,0.969571976249474,0.8115384615384617,0.9936945628831968
254,X_bot_svd_feat,10,250,10,100,0.9688893823928186,0.8089068825910932,0.9933008620957953
255,X_bot_svd_feat,10,250,10,200,0.9678643227827386,0.8012145748987856,0.9933008620957953
256,X_bot_svd_feat,10,250,15,100,0.9668357566973678,0.788191632928475,0.9940882636705985
257,X_bot_svd_feat,10,250,15,200,0.9671805601009865,0.798582995951417,0.9929071613083937
258,X_bot_svd_feat,10,500,5,100,,,
259,X_bot_svd_feat,10,500,5,200,,,
260,X_bot_svd_feat,10,500,10,100,,,
261,X_bot_svd_feat,10,500,10,200,,,
262,X_bot_svd_feat,10,500,15,100,,,
263,X_bot_svd_feat,10,500,15,200,,,
264,X_bot_svd_feat,20,50,5,100,0.9726483239048109,0.8215924426450743,0.9956661790793937
265,X_bot_svd_feat,20,50,5,200,0.972645986254617,0.824089068825911,0.9952724782919923
266,X_bot_svd_feat,20,50,10,100,0.972647155079714,0.8190958164642377,0.9960583237372009
267,X_bot_svd_feat,20,50,10,200,0.9723046893262893,0.8190283400809717,0.9956646229497992
268,X_bot_svd_feat,20,50,15,100,0.9719645612230586,0.8189608636977059,0.9952724782919923
269,X_bot_svd_feat,20,50,15,200,0.9719668988732527,0.8189608636977059,0.9952724782919923
270,X_bot_svd_feat,20,100,5,100,0.972650661555005,0.8346153846153846,0.9936945628831968
271,X_bot_svd_feat,20,100,5,200,0.9733344242367572,0.8397435897435898,0.9936945628831968
272,X_bot_svd_feat,20,100,10,100,0.9712831361915004,0.8319838056680163,0.9925119043913977
273,X_bot_svd_feat,20,100,10,200,0.9729919584833325,0.8423076923076923,0.9929071613083937
274,X_bot_svd_feat,20,100,15,100,0.9705970358595541,0.8267206477732794,0.9925119043913977
275,X_bot_svd_feat,20,100,15,200,0.9716256019449251,0.8319838056680163,0.9929087174379884
276,X_bot_svd_feat,20,250,5,100,0.9709406704380756,0.8244264507422404,0.9933008620957953
277,X_bot_svd_feat,20,250,5,200,0.9699156108279956,0.8166666666666668,0.9933008620957953
278,X_bot_svd_feat,20,250,10,100,0.9705970358595539,0.8192307692307693,0.9936945628831968
279,X_bot_svd_feat,20,250,10,200,0.9695731450745709,0.8141025641025642,0.9933008620957953
280,X_bot_svd_feat,20,250,15,100,0.9702557389312263,0.8192982456140351,0.9933008620957953
281,X_bot_svd_feat,20,250,15,200,0.968546916639394,0.8115384615384615,0.9925134605209923
282,X_bot_svd_feat,20,500,5,100,,,
283,X_bot_svd_feat,20,500,5,200,,,
284,X_bot_svd_feat,20,500,10,100,,,
285,X_bot_svd_feat,20,500,10,200,,,
286,X_bot_svd_feat,20,500,15,100,,,
287,X_bot_svd_feat,20,500,15,200,,,
288,X_bot_svd_feat_cos,5,50,5,100,0.9692341857964376,0.7887314439946019,0.996848837571193
289,X_bot_svd_feat_cos,5,50,5,200,0.9678678292580297,0.7835357624831308,0.9960614359963899
290,X_bot_svd_feat_cos,5,50,10,100,0.9678654916078357,0.7860998650472334,0.9956677352089882
291,X_bot_svd_feat_cos,5,50,10,200,0.9661566693160035,0.7757759784075573,0.9952740344215867
292,X_bot_svd_feat_cos,5,50,15,100,0.9678654916078357,0.7809716599190283,0.9964566929133859
293,X_bot_svd_feat_cos,5,50,15,200,0.9668392631726588,0.77834008097166,0.9956677352089882
294,X_bot_svd_feat_cos,5,100,5,100,0.969571976249474,0.8247638326585693,0.9917229466870001
295,X_bot_svd_feat_cos,5,100,5,200,0.9692318481462434,0.8170040485829959,0.9925134605209921
296,X_bot_svd_feat_cos,5,100,10,100,0.9692318481462433,0.8248313090418353,0.9913292458995986
297,X_bot_svd_feat_cos,5,100,10,200,0.9692306793211465,0.8195681511470985,0.992118203603996
298,X_bot_svd_feat_cos,5,100,15,100,0.9702569077563235,0.8247638326585693,0.9925134605209921
299,X_bot_svd_feat_cos,5,100,15,200,0.9702580765814204,0.8221997300944668,0.9929056051787992
300,X_bot_svd_feat_cos,5,250,5,100,0.9702592454065175,0.8299595141700404,0.9917260589461889
301,X_bot_svd_feat_cos,5,250,5,200,0.9695754827247651,0.8248313090418353,0.9917260589461889
302,X_bot_svd_feat_cos,5,250,10,100,0.9685515919397822,0.8196356275303642,0.9913323581587875
303,X_bot_svd_feat_cos,5,250,10,200,0.9685515919397822,0.8197031039136302,0.9913323581587875
304,X_bot_svd_feat_cos,5,250,15,100,0.9682079573612606,0.8170715249662617,0.9913323581587875
305,X_bot_svd_feat_cos,5,250,15,200,0.9692341857964376,0.8222672064777328,0.9917260589461889
306,X_bot_svd_feat_cos,5,500,5,100,,,
307,X_bot_svd_feat_cos,5,500,5,200,,,
308,X_bot_svd_feat_cos,5,500,10,100,,,
309,X_bot_svd_feat_cos,5,500,10,200,,,
310,X_bot_svd_feat_cos,5,500,15,100,,,
311,X_bot_svd_feat_cos,5,500,15,200,,,
312,X_bot_svd_feat_cos,10,50,5,100,0.9747007807751649,0.8375843454790823,0.9956630668202047
313,X_bot_svd_feat_cos,10,50,5,200,0.9750444153536865,0.8375843454790823,0.9960614359963899
314,X_bot_svd_feat_cos,10,50,10,100,0.9753845434569172,0.845344129554656,0.9952709221623977
315,X_bot_svd_feat_cos,10,50,10,200,0.9750444153536867,0.8323886639676112,0.996848837571193
316,X_bot_svd_feat_cos,10,50,15,100,0.9750432465285895,0.832456140350877,0.9968472814415985
317,X_bot_svd_feat_cos,10,50,15,200,0.9740181869185097,0.8272604588394061,0.9964551367837913
318,X_bot_svd_feat_cos,10,100,5,100,0.9726494927299081,0.8349527665317138,0.9936945628831969
319,X_bot_svd_feat_cos,10,100,5,200,0.9733355930618544,0.8376518218623481,0.9940898198001931
320,X_bot_svd_feat_cos,10,100,10,100,0.973675721165085,0.8402159244264509,0.9940882636705984
321,X_bot_svd_feat_cos,10,100,10,200,0.9740170180934127,0.8427800269905534,0.9940882636705984
322,X_bot_svd_feat_cos,10,100,15,100,0.9733344242367574,0.8376518218623481,0.9940898198001928
323,X_bot_svd_feat_cos,10,100,15,200,0.9740193557436067,0.8402834008097166,0.9944850767171889
324,X_bot_svd_feat_cos,10,250,5,100,0.9729931273084297,0.8401484480431849,0.9933039743549843
325,X_bot_svd_feat_cos,10,250,5,200,0.9729931273084297,0.8401484480431849,0.9933039743549843
