fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,model
7.26752233505249,0.1319572925567627,0.9974358974358974,0.9974786324786324,0.9974358974358974,0.9974447314128725,XGboost
6.814780235290527,0.12497091293334961,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,XGboost
6.558156490325928,0.12268948554992676,0.9846153846153847,0.9849204858622368,0.9846153846153847,0.9847202797202798,XGboost
7.33371639251709,0.1405930519104004,0.9923076923076923,0.9922704024086513,0.9923076923076923,0.992274490071847,XGboost
8.759560823440552,0.1474168300628662,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,XGboost
4.73414421081543,0.14059233665466309,0.9923076923076923,0.9923745819397993,0.9923076923076923,0.9922004182604267,XGboost
8.428438901901245,0.1405942440032959,0.9974358974358974,0.9974435514734021,0.9974358974358974,0.9974262637939769,XGboost
8.581169605255127,0.14348268508911133,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,XGboost
8.223852157592773,0.15780162811279297,0.9974358974358974,0.9974432234432234,0.9974358974358974,0.9974219037642976,XGboost
7.952659845352173,0.13962674140930176,0.9948717948717949,0.9949014376760041,0.9948717948717949,0.99482224699616,XGboost
3.0235533714294434,0.017944812774658203,0.9974358974358974,0.9974786324786324,0.9974358974358974,0.9974447314128725,AdaBoost
2.9355921745300293,0.017952442169189453,0.9974358974358974,0.9974435060488472,0.9974358974358974,0.9974258206278315,AdaBoost
2.9311156272888184,0.008424043655395508,0.9794871794871794,0.9798607624209298,0.9794871794871794,0.9796270396270395,AdaBoost
2.9507625102996826,0.031239748001098633,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,AdaBoost
2.929760456085205,0.015616893768310547,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,AdaBoost
2.9293744564056396,0.01562356948852539,0.9923076923076923,0.9923745819397993,0.9923076923076923,0.9922004182604267,AdaBoost
2.9443461894989014,0.015619277954101562,0.9974358974358974,0.9974435514734021,0.9974358974358974,0.9974262637939769,AdaBoost
2.9611852169036865,0.017949819564819336,0.9923076923076923,0.9922735548475193,0.9923076923076923,0.9922767602767602,AdaBoost
2.9255659580230713,0.015622138977050781,0.9948717948717949,0.9949010154138359,0.9948717948717949,0.9948150183150185,AdaBoost
2.928779363632202,0.03120899200439453,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,AdaBoost
20.946956872940063,0.03124403953552246,0.9974358974358974,0.9974786324786324,0.9974358974358974,0.9974447314128725,RandomForest1
19.84273362159729,0.04686403274536133,0.9974358974358974,0.9974435060488472,0.9974358974358974,0.9974258206278315,RandomForest1
19.55907130241394,0.04685044288635254,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.9846153846153847,RandomForest1
20.786025762557983,0.03605985641479492,0.9897435897435898,0.9896817363922625,0.9897435897435898,0.9896539712207915,RandomForest1
20.794576168060303,0.04288434982299805,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,RandomForest1
21.742488384246826,0.0418853759765625,0.9923076923076923,0.9923745819397993,0.9923076923076923,0.9922004182604267,RandomForest1
51.98871040344238,0.046865224838256836,0.9974358974358974,0.9974435514734021,0.9974358974358974,0.9974262637939769,RandomForest1
21.44177222251892,0.03123021125793457,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,RandomForest1
21.369802951812744,0.031242847442626953,0.9948717948717949,0.9949010154138359,0.9948717948717949,0.9948150183150185,RandomForest1
19.582704544067383,0.0468602180480957,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,RandomForest1
38.406370401382446,0.04686570167541504,0.9948717948717949,0.9950399327448508,0.9948717948717949,0.9949067599067599,RandomForest2
37.0189094543457,0.04686307907104492,0.9974358974358974,0.9974435060488472,0.9974358974358974,0.9974258206278315,RandomForest2
33.695876598358154,0.034983158111572266,0.9846153846153847,0.9849204858622368,0.9846153846153847,0.9847202797202798,RandomForest2
36.697266817092896,0.03989887237548828,0.9923076923076923,0.9922704024086513,0.9923076923076923,0.992274490071847,RandomForest2
36.57661294937134,0.039893388748168945,0.9974358974358974,0.9974852071005917,0.9974358974358974,0.997446450811525,RandomForest2
37.22922706604004,0.03989219665527344,0.9923076923076923,0.9923745819397993,0.9923076923076923,0.9922004182604267,RandomForest2
36.88500165939331,0.031243085861206055,0.9974358974358974,0.9974435514734021,0.9974358974358974,0.9974262637939769,RandomForest2
44.76288652420044,0.11149168014526367,0.9948717948717949,0.9948717948717949,0.9948717948717949,0.9948717948717949,RandomForest2
100.51595568656921,0.10695624351501465,0.9948717948717949,0.9949010154138359,0.9948717948717949,0.9948150183150185,RandomForest2
93.09077644348145,0.10935068130493164,0.9897435897435898,0.9897435897435898,0.9897435897435898,0.9897435897435898,RandomForest2
31.526156663894653,0.008133411407470703,0.9974358974358974,0.9974786324786324,0.9974358974358974,0.9974447314128725,GBoost1a
28.76918339729309,0.015618324279785156,0.9974358974358974,0.9974435060488472,0.9974358974358974,0.9974258206278315,GBoost1a
31.985270261764526,0.0,0.9769230769230769,0.9775971373237307,0.9769230769230769,0.9771566273428599,GBoost1a
